"","BIOSAMPLE_ACCESSION","EXPSAMPLE_ACCESSION"
"2852","BS699849","ES755597"
"2853","BS699849","ES755598"
"2854","BS699849","ES755599"
"2855","BS699849","ES755600"
"2856","BS699849","ES755601"
"2857","BS699849","ES755602"
"2858","BS699850","ES755603"
"2859","BS699850","ES755604"
"2860","BS699850","ES755605"
"2861","BS699850","ES755606"
"2862","BS699850","ES755607"
"2863","BS699850","ES755608"
"2864","BS699850","ES755609"
"2865","BS699850","ES755610"
"2866","BS699850","ES755611"
"2867","BS699848","ES755612"
"2868","BS699848","ES755613"
"2869","BS699848","ES755614"
"2870","BS699848","ES755615"
"2871","BS699848","ES755616"
"2872","BS699848","ES755617"
"2873","BS699848","ES755618"
"2874","BS699848","ES755619"
"2875","BS699848","ES755620"
"2876","BS699851","ES755621"
"2877","BS699851","ES755622"
"2878","BS699851","ES755623"
"2879","BS699851","ES755624"
"2880","BS699851","ES755625"
"2881","BS699851","ES755626"
"2882","BS699851","ES755627"
"2883","BS699851","ES755628"
"2884","BS699851","ES755629"
"2885","BS699852","ES755630"
"2886","BS699852","ES755631"
"2887","BS699852","ES755632"
"2888","BS699852","ES755633"
"2889","BS699852","ES755634"
"2890","BS699852","ES755635"
"2891","BS699852","ES755636"
"2892","BS699852","ES755637"
"2893","BS699852","ES755638"
"2894","BS699853","ES755639"
"2895","BS699853","ES755640"
"2896","BS699853","ES755641"
"2897","BS699853","ES755642"
"2898","BS699853","ES755643"
"2899","BS699853","ES755644"
"2900","BS699853","ES755645"
"2901","BS699853","ES755646"
"2902","BS699853","ES755647"
"2903","BS699854","ES755648"
"2904","BS699854","ES755649"
"2905","BS699854","ES755650"
"2906","BS699854","ES755651"
"2907","BS699854","ES755652"
"2908","BS699854","ES755653"
"2909","BS699854","ES755654"
"2910","BS699854","ES755655"
"2911","BS699854","ES755656"
"2912","BS699855","ES755657"
"2913","BS699855","ES755658"
"2914","BS699855","ES755659"
"2915","BS699855","ES755660"
"2916","BS699855","ES755661"
"2917","BS699855","ES755662"
"2918","BS699857","ES755663"
"2919","BS699857","ES755664"
"2920","BS699857","ES755665"
"2921","BS699857","ES755666"
"2922","BS699857","ES755667"
"2923","BS699857","ES755668"
"2924","BS699856","ES755669"
"2925","BS699856","ES755670"
"2926","BS699856","ES755671"
"2927","BS699856","ES755672"
"2928","BS699856","ES755673"
"2929","BS699856","ES755674"
"2930","BS699859","ES755675"
"2931","BS699859","ES755676"
"2932","BS699859","ES755677"
"2933","BS699859","ES755678"
"2934","BS699859","ES755679"
"2935","BS699859","ES755680"
"2936","BS699858","ES755681"
"2937","BS699858","ES755682"
"2938","BS699858","ES755683"
"2939","BS699858","ES755684"
"2940","BS699858","ES755685"
"2941","BS699858","ES755686"
"2942","BS699860","ES755687"
"2943","BS699860","ES755688"
"2944","BS699860","ES755689"
"2945","BS699860","ES755690"
"2946","BS699860","ES755691"
"2947","BS699860","ES755692"
"2948","BS699861","ES755693"
"2949","BS699861","ES755694"
"2950","BS699861","ES755695"
"2951","BS699861","ES755696"
"2952","BS699861","ES755697"
"2953","BS699861","ES755698"
"2954","BS699862","ES755699"
"2955","BS699862","ES755700"
"2956","BS699862","ES755701"
"2957","BS699862","ES755702"
"2958","BS699862","ES755703"
"2959","BS699862","ES755704"
"2960","BS699863","ES755705"
"2961","BS699863","ES755706"
"2962","BS699863","ES755707"
"2963","BS699863","ES755708"
"2964","BS699863","ES755709"
"2965","BS699863","ES755710"
"2966","BS699865","ES755711"
"2967","BS699865","ES755712"
"2968","BS699865","ES755713"
"2969","BS699865","ES755714"
"2970","BS699865","ES755715"
"2971","BS699865","ES755716"
"2972","BS699864","ES755717"
"2973","BS699864","ES755718"
"2974","BS699864","ES755719"
"2975","BS699864","ES755720"
"2976","BS699864","ES755721"
"2977","BS699864","ES755722"
"2978","BS699867","ES755723"
"2979","BS699867","ES755724"
"2980","BS699867","ES755725"
"2981","BS699867","ES755726"
"2982","BS699867","ES755727"
"2983","BS699867","ES755728"
"2984","BS699866","ES755729"
"2985","BS699866","ES755730"
"2986","BS699866","ES755731"
"2987","BS699866","ES755732"
"2988","BS699866","ES755733"
"2989","BS699866","ES755734"
"2990","BS699868","ES755735"
"2991","BS699868","ES755736"
"2992","BS699868","ES755737"
"2993","BS699868","ES755738"
"2994","BS699868","ES755739"
"2995","BS699868","ES755740"
"2996","BS699869","ES755741"
"2997","BS699869","ES755742"
"2998","BS699869","ES755743"
"2999","BS699869","ES755744"
"3000","BS699869","ES755745"
"3001","BS699869","ES755746"
"3002","BS699870","ES755747"
"3003","BS699870","ES755748"
"3004","BS699870","ES755749"
"3005","BS699870","ES755750"
"3006","BS699870","ES755751"
"3007","BS699870","ES755752"
"3008","BS699871","ES755753"
"3009","BS699871","ES755754"
"3010","BS699871","ES755755"
"3011","BS699871","ES755756"
"3012","BS699871","ES755757"
"3013","BS699871","ES755758"
"3014","BS699873","ES755759"
"3015","BS699873","ES755760"
"3016","BS699873","ES755761"
"3017","BS699873","ES755762"
"3018","BS699873","ES755763"
"3019","BS699873","ES755764"
"3020","BS699872","ES755765"
"3021","BS699872","ES755766"
"3022","BS699872","ES755767"
"3023","BS699872","ES755768"
"3024","BS699872","ES755769"
"3025","BS699872","ES755770"
"3026","BS699875","ES755771"
"3027","BS699875","ES755772"
"3028","BS699875","ES755773"
"3029","BS699875","ES755774"
"3030","BS699875","ES755775"
"3031","BS699875","ES755776"
"3032","BS699874","ES755777"
"3033","BS699874","ES755778"
"3034","BS699874","ES755779"
"3035","BS699874","ES755780"
"3036","BS699874","ES755781"
"3037","BS699874","ES755782"
"3038","BS699876","ES755783"
"3039","BS699876","ES755784"
"3040","BS699876","ES755785"
"3041","BS699876","ES755786"
"3042","BS699876","ES755787"
"3043","BS699876","ES755788"
"3044","BS699877","ES755789"
"3045","BS699877","ES755790"
"3046","BS699877","ES755791"
"3047","BS699877","ES755792"
"3048","BS699877","ES755793"
"3049","BS699877","ES755794"
"3050","BS699878","ES755795"
"3051","BS699878","ES755796"
"3052","BS699878","ES755797"
"3053","BS699878","ES755798"
"3054","BS699878","ES755799"
"3055","BS699878","ES755800"
"3056","BS699879","ES755801"
"3057","BS699879","ES755802"
"3058","BS699879","ES755803"
"3059","BS699879","ES755804"
"3060","BS699879","ES755805"
"3061","BS699879","ES755806"
"3062","BS699881","ES755807"
"3063","BS699881","ES755808"
"3064","BS699881","ES755809"
"3065","BS699881","ES755810"
"3066","BS699881","ES755811"
"3067","BS699881","ES755812"
"3068","BS699880","ES755813"
"3069","BS699880","ES755814"
"3070","BS699880","ES755815"
"3071","BS699880","ES755816"
"3072","BS699880","ES755817"
"3073","BS699880","ES755818"
"3074","BS699883","ES755819"
"3075","BS699883","ES755820"
"3076","BS699883","ES755821"
"3077","BS699883","ES755822"
"3078","BS699883","ES755823"
"3079","BS699883","ES755824"
"3080","BS699882","ES755825"
"3081","BS699882","ES755826"
"3082","BS699882","ES755827"
"3083","BS699882","ES755828"
"3084","BS699882","ES755829"
"3085","BS699882","ES755830"
"3086","BS699884","ES755831"
"3087","BS699884","ES755832"
"3088","BS699884","ES755833"
"3089","BS699884","ES755834"
"3090","BS699884","ES755835"
"3091","BS699884","ES755836"
"3092","BS699885","ES755837"
"3093","BS699885","ES755838"
"3094","BS699885","ES755839"
"3095","BS699885","ES755840"
"3096","BS699885","ES755841"
"3097","BS699885","ES755842"
"3098","BS699886","ES755843"
"3099","BS699886","ES755844"
"3100","BS699886","ES755845"
"3101","BS699886","ES755846"
"3102","BS699886","ES755847"
"3103","BS699886","ES755848"
"3104","BS699887","ES755849"
"3105","BS699887","ES755850"
"3106","BS699887","ES755851"
"3107","BS699887","ES755852"
"3108","BS699887","ES755853"
"3109","BS699887","ES755854"
"3110","BS699889","ES755855"
"3111","BS699889","ES755856"
"3112","BS699889","ES755857"
"3113","BS699889","ES755858"
"3114","BS699889","ES755859"
"3115","BS699889","ES755860"
"3116","BS699888","ES755861"
"3117","BS699888","ES755862"
"3118","BS699888","ES755863"
"3119","BS699888","ES755864"
"3120","BS699888","ES755865"
"3121","BS699888","ES755866"
"3122","BS699891","ES755867"
"3123","BS699891","ES755868"
"3124","BS699891","ES755869"
"3125","BS699891","ES755870"
"3126","BS699891","ES755871"
"3127","BS699891","ES755872"
"3128","BS699890","ES755873"
"3129","BS699890","ES755874"
"3130","BS699890","ES755875"
"3131","BS699890","ES755876"
"3132","BS699890","ES755877"
"3133","BS699890","ES755878"
"3134","BS699892","ES755879"
"3135","BS699892","ES755880"
"3136","BS699892","ES755881"
"3137","BS699892","ES755882"
"3138","BS699892","ES755883"
"3139","BS699892","ES755884"
"3140","BS699893","ES755885"
"3141","BS699893","ES755886"
"3142","BS699893","ES755887"
"3143","BS699893","ES755888"
"3144","BS699893","ES755889"
"3145","BS699893","ES755890"
"3146","BS699894","ES755891"
"3147","BS699894","ES755892"
"3148","BS699894","ES755893"
"3149","BS699894","ES755894"
"3150","BS699894","ES755895"
"3151","BS699894","ES755896"
"3152","BS699895","ES755897"
"3153","BS699895","ES755898"
"3154","BS699895","ES755899"
"3155","BS699895","ES755900"
"3156","BS699895","ES755901"
"3157","BS699895","ES755902"
"3158","BS699897","ES755903"
"3159","BS699897","ES755904"
"3160","BS699897","ES755905"
"3161","BS699897","ES755906"
"3162","BS699897","ES755907"
"3163","BS699897","ES755908"
"3164","BS699896","ES755909"
"3165","BS699896","ES755910"
"3166","BS699896","ES755911"
"3167","BS699896","ES755912"
"3168","BS699896","ES755913"
"3169","BS699896","ES755914"
"3170","BS699899","ES755915"
"3171","BS699899","ES755916"
"3172","BS699899","ES755917"
"3173","BS699899","ES755918"
"3174","BS699899","ES755919"
"3175","BS699899","ES755920"
"3176","BS699898","ES755921"
"3177","BS699898","ES755922"
"3178","BS699898","ES755923"
"3179","BS699898","ES755924"
"3180","BS699898","ES755925"
"3181","BS699898","ES755926"
"3182","BS699900","ES755927"
"3183","BS699900","ES755928"
"3184","BS699900","ES755929"
"3185","BS699900","ES755930"
"3186","BS699900","ES755931"
"3187","BS699900","ES755932"
"3188","BS699901","ES755933"
"3189","BS699901","ES755934"
"3190","BS699901","ES755935"
"3191","BS699901","ES755936"
"3192","BS699901","ES755937"
"3193","BS699901","ES755938"
"3194","BS699902","ES755939"
"3195","BS699902","ES755940"
"3196","BS699902","ES755941"
"3197","BS699902","ES755942"
"3198","BS699902","ES755943"
"3199","BS699902","ES755944"
"3200","BS699903","ES755945"
"3201","BS699903","ES755946"
"3202","BS699903","ES755947"
"3203","BS699903","ES755948"
"3204","BS699903","ES755949"
"3205","BS699903","ES755950"
"3206","BS699905","ES755951"
"3207","BS699905","ES755952"
"3208","BS699905","ES755953"
"3209","BS699905","ES755954"
"3210","BS699905","ES755955"
"3211","BS699905","ES755956"
"3212","BS699904","ES755957"
"3213","BS699904","ES755958"
"3214","BS699904","ES755959"
"3215","BS699904","ES755960"
"3216","BS699904","ES755961"
"3217","BS699904","ES755962"
"3218","BS699907","ES755963"
"3219","BS699907","ES755964"
"3220","BS699907","ES755965"
"3221","BS699907","ES755966"
"3222","BS699907","ES755967"
"3223","BS699907","ES755968"
"3224","BS699906","ES755969"
"3225","BS699906","ES755970"
"3226","BS699906","ES755971"
"3227","BS699906","ES755972"
"3228","BS699906","ES755973"
"3229","BS699906","ES755974"
"3230","BS699908","ES755975"
"3231","BS699908","ES755976"
"3232","BS699908","ES755977"
"3233","BS699908","ES755978"
"3234","BS661816","ES760813"
"3235","BS661817","ES760814"
"3236","BS661818","ES760815"
"3237","BS661819","ES760816"
"3238","BS661820","ES760817"
"3239","BS661821","ES760818"
"3240","BS661822","ES760819"
"3241","BS661823","ES760820"
"3242","BS661824","ES760821"
"3243","BS661825","ES760822"
"3244","BS661826","ES760823"
"3245","BS661827","ES760824"
"3246","BS661828","ES760825"
"3247","BS661829","ES760826"
"3248","BS661830","ES760827"
"3249","BS661831","ES760828"
"3250","BS661832","ES760829"
"3251","BS661833","ES760830"
"3252","BS661834","ES760831"
"3253","BS661835","ES760832"
"3254","BS661836","ES760833"
"3255","BS661837","ES760834"
"3256","BS661838","ES760835"
"3257","BS661839","ES760836"
"3258","BS661840","ES760837"
"3259","BS661841","ES760838"
"3260","BS661842","ES760839"
"3261","BS661843","ES760840"
"3262","BS661844","ES760841"
"3263","BS661845","ES760842"
"3264","BS661846","ES760843"
"3265","BS661847","ES760844"
"3266","BS661848","ES760845"
"3267","BS661849","ES760846"
"3268","BS661850","ES760847"
"3269","BS661851","ES760848"
"3270","BS661852","ES760849"
"3271","BS661853","ES760850"
"3272","BS661854","ES760851"
"3273","BS661855","ES760852"
"3274","BS661856","ES760853"
"3275","BS661857","ES760854"
"3276","BS661858","ES760855"
"3277","BS661859","ES760856"
"3278","BS661860","ES760857"
"3279","BS661861","ES760858"
"3280","BS661862","ES760859"
"3281","BS661804","ES760860"
"3282","BS661805","ES760861"
"3283","BS661806","ES760862"
"3284","BS661807","ES760863"
"3285","BS661808","ES760864"
"3286","BS661809","ES760865"
"3287","BS661810","ES760866"
"3288","BS661811","ES760867"
"3289","BS661812","ES760868"
"3290","BS661813","ES760869"
"3291","BS661814","ES760870"
"3292","BS661815","ES760871"
"3293","BS661775","ES760872"
"3294","BS661774","ES760873"
"3295","BS661777","ES760874"
"3296","BS661776","ES760875"
"3297","BS661779","ES760876"
"3298","BS661778","ES760877"
"3299","BS661781","ES760878"
"3300","BS661780","ES760879"
"3301","BS661783","ES760880"
"3302","BS661782","ES760881"
"3303","BS661785","ES760882"
"3304","BS661784","ES760883"
"3305","BS661786","ES760884"
"3306","BS661787","ES760885"
"3307","BS661788","ES760886"
"3308","BS661789","ES760887"
"3309","BS661790","ES760888"
"3310","BS661791","ES760889"
"3311","BS661792","ES760890"
"3312","BS661793","ES760891"
"3313","BS661794","ES760892"
"3314","BS661795","ES760893"
"3315","BS661796","ES760894"
"3316","BS661797","ES760895"
"3317","BS661798","ES760896"
"3318","BS661799","ES760897"
"3319","BS661800","ES760898"
"3320","BS661801","ES760899"
"3321","BS661802","ES760900"
"3322","BS661803","ES760901"
"3323","BS751128","ES823413"
"3324","BS751129","ES823414"
"3325","BS751130","ES823415"
"3326","BS751131","ES823416"
"3327","BS751132","ES823417"
"3328","BS751133","ES823418"
"3329","BS751134","ES823419"
"3330","BS751135","ES823420"
"3331","BS751136","ES823421"
"3332","BS751137","ES823422"
"3333","BS751138","ES823423"
"3334","BS751139","ES823424"
"3335","BS751140","ES823425"
"3336","BS751141","ES823426"
"3337","BS751142","ES823427"
"3338","BS751143","ES823428"
"3339","BS751144","ES823429"
"3340","BS751145","ES823430"
