"","HMDB_ID","NAME","DESCRIPTION","LINK"
"826","HMDB0009003","PE(18:0/20:4(5Z,8Z,11Z,14Z))","PE(18:0/20:4(5Z,8Z,11Z,14Z)), also known as PE(18:0/20:4) or 1-stearoyl-2-arachidonoyl-gpe, belongs to the class of organic compounds known as phosphatidylethanolamines. These are glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages. Thus, PE(18:0/20:4(5Z,8Z,11Z,14Z)) is considered to be a glycerophosphoethanolamine lipid molecule. PE(18:0/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:0/20:4(5Z,8Z,11Z,14Z)) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:0/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and intracellular membrane. PE(18:0/20:4(5Z,8Z,11Z,14Z)) participates in a number of enzymatic reactions. In particular, Cytidine monophosphate and PE(18:0/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0) through its interaction with the enzyme choline/ethanolaminephosphotransferase. Furthermore, PE(18:0/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:0/20:4(5Z,8Z,11Z,14Z)); which is catalyzed by the enzyme phosphatidylserine decarboxylase. Furthermore, PE(18:0/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:0/20:4(5Z,8Z,11Z,14Z)); which is catalyzed by the enzyme phosphatidylserine decarboxylase. Finally, Cytidine monophosphate and PE(18:0/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0); which is catalyzed by the enzyme choline/ethanolaminephosphotransferase. In humans, PE(18:0/20:4(5Z,8Z,11Z,14Z)) is involved in phosphatidylcholine biosynthesis PC(18:0/20:4(5Z,8Z,11Z,14Z)) pathway and phosphatidylethanolamine biosynthesis pe(18:0/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0009003"
"827","HMDB09012","PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), also known as PE(18:0/22:6) or 1-stearoyl-2-docosahexaenoyl-gpe, belongs to the class of organic compounds known as phosphatidylethanolamines. These are glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages. Thus, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is considered to be a glycerophosphoethanolamine lipid molecule. PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is primarily located in the membrane (predicted from logP) and intracellular membrane. PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) participates in a number of enzymatic reactions. In particular, Cytidine monophosphate and PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) can be biosynthesized from CDP-ethanolamine and DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) through the action of the enzyme choline/ethanolaminephosphotransferase. Furthermore, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) can be biosynthesized from PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) through its interaction with the enzyme phosphatidylserine decarboxylase. Furthermore, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) can be biosynthesized from PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) through its interaction with the enzyme phosphatidylserine decarboxylase. Finally, Cytidine monophosphate and PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) can be biosynthesized from CDP-ethanolamine and DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) through the action of the enzyme choline/ethanolaminephosphotransferase. In humans, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is involved in phosphatidylethanolamine biosynthesis pe(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) pathway and phosphatidylcholine biosynthesis PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0009012"
"828","HMDB0009012","PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), also known as PE(18:0/22:6) or 1-stearoyl-2-docosahexaenoyl-gpe, belongs to the class of organic compounds known as phosphatidylethanolamines. These are glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages. Thus, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is considered to be a glycerophosphoethanolamine lipid molecule. PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is primarily located in the membrane (predicted from logP) and intracellular membrane. PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) participates in a number of enzymatic reactions. In particular, Cytidine monophosphate and PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) can be biosynthesized from CDP-ethanolamine and DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) through the action of the enzyme choline/ethanolaminephosphotransferase. Furthermore, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) can be biosynthesized from PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) through its interaction with the enzyme phosphatidylserine decarboxylase. Furthermore, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) can be biosynthesized from PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) through its interaction with the enzyme phosphatidylserine decarboxylase. Finally, Cytidine monophosphate and PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) can be biosynthesized from CDP-ethanolamine and DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) through the action of the enzyme choline/ethanolaminephosphotransferase. In humans, PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is involved in phosphatidylethanolamine biosynthesis pe(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) pathway and phosphatidylcholine biosynthesis PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0009012"
"829","HMDB09016","PE(18:0/P-18:0)","PE(18:0/P-18:0), also known as PE(18:0), belongs to the class of organic compounds known as glycerophosphoethanolamines. These are glycerolipids characterized by an ethanolamine ester of glycerophosphoric acid. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached to the C-1 and C-2 atoms. PE(18:0/P-18:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:0/P-18:0) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:0/P-18:0) is primarily located in the membrane (predicted from logP) and intracellular membrane.","http://www.hmdb.ca/metabolites/HMDB0009016"
"830","HMDB0009016","PE(18:0/P-18:0)","PE(18:0/P-18:0), also known as PE(18:0), belongs to the class of organic compounds known as glycerophosphoethanolamines. These are glycerolipids characterized by an ethanolamine ester of glycerophosphoric acid. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached to the C-1 and C-2 atoms. PE(18:0/P-18:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:0/P-18:0) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:0/P-18:0) is primarily located in the membrane (predicted from logP) and intracellular membrane.","http://www.hmdb.ca/metabolites/HMDB0009016"
"831","HMDB09060","PE(18:1(9Z)/18:2(9Z,12Z))","PE(18:1(9Z)/18:2(9Z,12Z)), also known as PE(18:1/18:2) or 1-oleoyl-2-linoleoyl-gpe, belongs to the class of organic compounds known as phosphatidylethanolamines. These are glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages. Thus, PE(18:1(9Z)/18:2(9Z,12Z)) is considered to be a glycerophosphoethanolamine lipid molecule. PE(18:1(9Z)/18:2(9Z,12Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:1(9Z)/18:2(9Z,12Z)) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:1(9Z)/18:2(9Z,12Z)) is primarily located in the membrane (predicted from logP) and intracellular membrane. PE(18:1(9Z)/18:2(9Z,12Z)) participates in a number of enzymatic reactions. In particular, Cytidine monophosphate and PE(18:1(9Z)/18:2(9Z,12Z)) can be biosynthesized from CDP-ethanolamine and DG(18:1(9Z)/18:2(9Z,12Z)/0:0) through its interaction with the enzyme choline/ethanolaminephosphotransferase. Furthermore, PE(18:1(9Z)/18:2(9Z,12Z)) can be biosynthesized from PS(18:1(9Z)/18:2(9Z,12Z)); which is catalyzed by the enzyme phosphatidylserine decarboxylase. Furthermore, PE(18:1(9Z)/18:2(9Z,12Z)) can be biosynthesized from PS(18:1(9Z)/18:2(9Z,12Z)); which is catalyzed by the enzyme phosphatidylserine decarboxylase. Finally, Cytidine monophosphate and PE(18:1(9Z)/18:2(9Z,12Z)) can be biosynthesized from CDP-ethanolamine and DG(18:1(9Z)/18:2(9Z,12Z)/0:0); which is catalyzed by the enzyme choline/ethanolaminephosphotransferase. In humans, PE(18:1(9Z)/18:2(9Z,12Z)) is involved in phosphatidylethanolamine biosynthesis pe(18:1(9Z)/18:2(9Z,12Z)) pathway and phosphatidylcholine biosynthesis PC(18:1(9Z)/18:2(9Z,12Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0009060"
"832","HMDB0009060","PE(18:1(9Z)/18:2(9Z,12Z))","PE(18:1(9Z)/18:2(9Z,12Z)), also known as PE(18:1/18:2) or 1-oleoyl-2-linoleoyl-gpe, belongs to the class of organic compounds known as phosphatidylethanolamines. These are glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages. Thus, PE(18:1(9Z)/18:2(9Z,12Z)) is considered to be a glycerophosphoethanolamine lipid molecule. PE(18:1(9Z)/18:2(9Z,12Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:1(9Z)/18:2(9Z,12Z)) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:1(9Z)/18:2(9Z,12Z)) is primarily located in the membrane (predicted from logP) and intracellular membrane. PE(18:1(9Z)/18:2(9Z,12Z)) participates in a number of enzymatic reactions. In particular, Cytidine monophosphate and PE(18:1(9Z)/18:2(9Z,12Z)) can be biosynthesized from CDP-ethanolamine and DG(18:1(9Z)/18:2(9Z,12Z)/0:0) through its interaction with the enzyme choline/ethanolaminephosphotransferase. Furthermore, PE(18:1(9Z)/18:2(9Z,12Z)) can be biosynthesized from PS(18:1(9Z)/18:2(9Z,12Z)); which is catalyzed by the enzyme phosphatidylserine decarboxylase. Furthermore, PE(18:1(9Z)/18:2(9Z,12Z)) can be biosynthesized from PS(18:1(9Z)/18:2(9Z,12Z)); which is catalyzed by the enzyme phosphatidylserine decarboxylase. Finally, Cytidine monophosphate and PE(18:1(9Z)/18:2(9Z,12Z)) can be biosynthesized from CDP-ethanolamine and DG(18:1(9Z)/18:2(9Z,12Z)/0:0); which is catalyzed by the enzyme choline/ethanolaminephosphotransferase. In humans, PE(18:1(9Z)/18:2(9Z,12Z)) is involved in phosphatidylethanolamine biosynthesis pe(18:1(9Z)/18:2(9Z,12Z)) pathway and phosphatidylcholine biosynthesis PC(18:1(9Z)/18:2(9Z,12Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0009060"
"833","HMDB09069","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)), also known as phophatidylethanolamine(38:5) or PE(18:1/20:4), belongs to the class of organic compounds known as phosphatidylethanolamines. These are glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages. Thus, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a glycerophosphoethanolamine lipid molecule. PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and intracellular membrane. PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) participates in a number of enzymatic reactions. In particular, Cytidine monophosphate and PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0) through its interaction with the enzyme choline/ethanolaminephosphotransferase. Furthermore, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) through its interaction with the enzyme phosphatidylserine decarboxylase. Furthermore, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) through its interaction with the enzyme phosphatidylserine decarboxylase. Finally, Cytidine monophosphate and PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0) through the action of the enzyme choline/ethanolaminephosphotransferase. In humans, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is involved in phosphatidylcholine biosynthesis PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) pathway and phosphatidylethanolamine biosynthesis pe(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0009069"
"834","HMDB0009069","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)), also known as phophatidylethanolamine(38:5) or PE(18:1/20:4), belongs to the class of organic compounds known as phosphatidylethanolamines. These are glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages. Thus, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a glycerophosphoethanolamine lipid molecule. PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and intracellular membrane. PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) participates in a number of enzymatic reactions. In particular, Cytidine monophosphate and PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0) through its interaction with the enzyme choline/ethanolaminephosphotransferase. Furthermore, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) through its interaction with the enzyme phosphatidylserine decarboxylase. Furthermore, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) through its interaction with the enzyme phosphatidylserine decarboxylase. Finally, Cytidine monophosphate and PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0) through the action of the enzyme choline/ethanolaminephosphotransferase. In humans, PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is involved in phosphatidylcholine biosynthesis PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) pathway and phosphatidylethanolamine biosynthesis pe(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0009069"
"835","HMDB09082","PE(18:1(9Z)/P-18:0)","PE(18:1(9Z)/P-18:0), also known as PE(18:1) or PE(18:1/P-18:0), belongs to the class of organic compounds known as glycerophosphoethanolamines. These are glycerolipids characterized by an ethanolamine ester of glycerophosphoric acid. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached to the C-1 and C-2 atoms. PE(18:1(9Z)/P-18:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:1(9Z)/P-18:0) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:1(9Z)/P-18:0) is primarily located in the membrane (predicted from logP) and intracellular membrane.","http://www.hmdb.ca/metabolites/HMDB0009082"
"836","HMDB0009082","PE(18:1(9Z)/P-18:0)","PE(18:1(9Z)/P-18:0), also known as PE(18:1) or PE(18:1/P-18:0), belongs to the class of organic compounds known as glycerophosphoethanolamines. These are glycerolipids characterized by an ethanolamine ester of glycerophosphoric acid. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached to the C-1 and C-2 atoms. PE(18:1(9Z)/P-18:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:1(9Z)/P-18:0) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:1(9Z)/P-18:0) is primarily located in the membrane (predicted from logP) and intracellular membrane.","http://www.hmdb.ca/metabolites/HMDB0009082"
"837","HMDB09102","PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), also known as GPEtn(38:6) or phophatidylethanolamine(18:2/20:4), belongs to the class of organic compounds known as phosphatidylethanolamines. These are glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages. Thus, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a glycerophosphoethanolamine lipid molecule. PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and intracellular membrane. PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) participates in a number of enzymatic reactions. In particular, Cytidine monophosphate and PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0); which is catalyzed by the enzyme choline/ethanolaminephosphotransferase. Furthermore, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)); which is catalyzed by the enzyme phosphatidylserine decarboxylase. Furthermore, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)); which is mediated by the enzyme phosphatidylserine decarboxylase. Finally, Cytidine monophosphate and PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0); which is catalyzed by the enzyme choline/ethanolaminephosphotransferase. In humans, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is involved in phosphatidylcholine biosynthesis PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) pathway and phosphatidylethanolamine biosynthesis pe(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0009102"
"838","HMDB0009102","PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), also known as GPEtn(38:6) or phophatidylethanolamine(18:2/20:4), belongs to the class of organic compounds known as phosphatidylethanolamines. These are glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages. Thus, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a glycerophosphoethanolamine lipid molecule. PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and intracellular membrane. PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) participates in a number of enzymatic reactions. In particular, Cytidine monophosphate and PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0); which is catalyzed by the enzyme choline/ethanolaminephosphotransferase. Furthermore, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)); which is catalyzed by the enzyme phosphatidylserine decarboxylase. Furthermore, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from PS(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)); which is mediated by the enzyme phosphatidylserine decarboxylase. Finally, Cytidine monophosphate and PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from CDP-ethanolamine and DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0); which is catalyzed by the enzyme choline/ethanolaminephosphotransferase. In humans, PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is involved in phosphatidylcholine biosynthesis PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) pathway and phosphatidylethanolamine biosynthesis pe(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0009102"
"839","HMDB10169","SM(d18:1/16:0)","SM(D18:1/16:0), also known as C16 sphingomyelin, belongs to the class of organic compounds known as phosphosphingolipids. These are sphingolipids with a structure based on a sphingoid base that is attached to a phosphate head group. They differ from phosphonospingolipids which have a phosphonate head group. SM(D18:1/16:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. SM(D18:1/16:0) has been found throughout all human tissues, and has also been primarily detected in saliva, urine, blood, and cerebrospinal fluid. Within the cell, SM(D18:1/16:0) is primarily located in the membrane (predicted from logP), endosome, myelin sheath and axon.","http://www.hmdb.ca/metabolites/HMDB0010169"
"840","HMDB0010169","SM(d18:1/16:0)","SM(D18:1/16:0), also known as C16 sphingomyelin, belongs to the class of organic compounds known as phosphosphingolipids. These are sphingolipids with a structure based on a sphingoid base that is attached to a phosphate head group. They differ from phosphonospingolipids which have a phosphonate head group. SM(D18:1/16:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. SM(D18:1/16:0) has been found throughout all human tissues, and has also been primarily detected in saliva, urine, blood, and cerebrospinal fluid. Within the cell, SM(D18:1/16:0) is primarily located in the membrane (predicted from logP), endosome, myelin sheath and axon.","http://www.hmdb.ca/metabolites/HMDB0010169"
"841","HMDB10202","12-HEPE","(+/-)-12-hepe belongs to the class of organic compounds known as hydroxyeicosapentaenoic acids. These are eicosanoic acids with an attached hydroxyl group and five CC double bonds. Thus, (+/-)-12-hepe is considered to be an eicosanoid lipid molecule (+/-)-12-hepe is considered to be a practically insoluble (in water) and relatively neutral molecule (+/-)-12-hepe has been detected in multiple biofluids, such as blood and urine. Within the cell, (+/-)-12-hepe is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0010202"
"842","HMDB0010202","12-HEPE","(+/-)-12-hepe belongs to the class of organic compounds known as hydroxyeicosapentaenoic acids. These are eicosanoic acids with an attached hydroxyl group and five CC double bonds. Thus, (+/-)-12-hepe is considered to be an eicosanoid lipid molecule (+/-)-12-hepe is considered to be a practically insoluble (in water) and relatively neutral molecule (+/-)-12-hepe has been detected in multiple biofluids, such as blood and urine. Within the cell, (+/-)-12-hepe is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0010202"
"843","HMDB10213","17-HDoHE","(+/-)-17-hdohe, also known as 17-hydroxy-dha or 17(R)hdohe, belongs to the class of organic compounds known as very long-chain fatty acids. These are fatty acids with an aliphatic tail that contains at least 22 carbon atoms. Thus, (+/-)-17-hdohe is considered to be a docosanoid lipid molecule (+/-)-17-hdohe is considered to be a practically insoluble (in water) and relatively neutral molecule (+/-)-17-hdohe has been detected in multiple biofluids, such as blood and urine. Within the cell, (+/-)-17-hdohe is primarily located in the membrane (predicted from logP), cytoplasm and adiposome (+/-)-17-hdohe can be biosynthesized from all-cis-docosa-4,7,10,13,16,19-hexaenoic acid.","http://www.hmdb.ca/metabolites/HMDB0010213"
"844","HMDB0010213","17-HDoHE","(+/-)-17-hdohe, also known as 17-hydroxy-dha or 17(R)hdohe, belongs to the class of organic compounds known as very long-chain fatty acids. These are fatty acids with an aliphatic tail that contains at least 22 carbon atoms. Thus, (+/-)-17-hdohe is considered to be a docosanoid lipid molecule (+/-)-17-hdohe is considered to be a practically insoluble (in water) and relatively neutral molecule (+/-)-17-hdohe has been detected in multiple biofluids, such as blood and urine. Within the cell, (+/-)-17-hdohe is primarily located in the membrane (predicted from logP), cytoplasm and adiposome (+/-)-17-hdohe can be biosynthesized from all-cis-docosa-4,7,10,13,16,19-hexaenoic acid.","http://www.hmdb.ca/metabolites/HMDB0010213"
"845","HMDB10316","Acetaminophen glucuronide","Acetaminophen glucuronide, also known as 4-glucuronosidoacetanilide or deethylphenacetin glucuronide, belongs to the class of organic compounds known as phenolic glycosides. These are organic compounds containing a phenolic structure attached to a glycosyl moiety. Some examples of phenolic structures include lignans, and flavonoids. Among the sugar units found in natural glycosides are D-glucose, L-Fructose, and L rhamnose. Acetaminophen glucuronide is soluble (in water) and a weakly acidic compound (based on its pKa). Acetaminophen glucuronide has been found in human liver and kidney tissues, and has also been detected in multiple biofluids, such as feces, urine, and blood. Within the cell, acetaminophen glucuronide is primarily located in the cytoplasm. Acetaminophen glucuronide participates in a number of enzymatic reactions. In particular, Acetaminophen glucuronide and uridine 5'-diphosphate can be biosynthesized from acetaminophen and uridine diphosphate glucuronic acid; which is mediated by the enzymes UDP-glucuronosyltransferase 1-9, UDP-glucuronosyltransferase 2B15, UDP-glucuronosyltransferase 1-1, and UDP-glucuronosyltransferase 1-6. In addition, Acetaminophen glucuronide can be converted into acetaminophen glucuronide; which is catalyzed by the enzyme ATP-binding cassette sub-family g member 2. In humans, acetaminophen glucuronide is involved in the acetaminophen metabolism pathway. Acetaminophen glucuronide has been linked to the inborn metabolic disorders including beta-thalassemia.","http://www.hmdb.ca/metabolites/HMDB0010316"
