"","NAME","DESCRIPTION","LINK"
"239","US: Hawaii","A state in the United States, located on an archipelago in the central Pacific Ocean southwest of the continental United States, southeast of Japan, and northeast of Australia.","http://purl.obolibrary.org/obo/GAZ_00003939"
"240","US: Idaho","A state in the Pacific Northwest region of the United States of America. Idaho borders six states and one Canadian province, but does not border the Pacific Ocean at any point and is not, as such, a coastal state. The states of Washington and Oregon are to the west, Nevada and Utah are to the south, and Montana and Wyoming are to the east. The province of British Columbia, to the north, also shares a small (77 km) border with Idaho.","http://purl.obolibrary.org/obo/GAZ_00006291"
"241","US: Illinois","A midwestern state of the United States of America. The Northeastern border of Illinois is Lake Michigan. Its eastern border with Indiana is all of the land west of the Wabash River, and a north-south line above Post Vincennes, or 87deg31min30secW. Its northern border with Wisconsin is fixed at 42deg30minN. Its western border with Missouri and Iowa is the Mississippi River. Its southern border with Kentucky is the Ohio River. Illinois also borders Michigan, but only via a water boundary in Lake Michigan.","http://purl.obolibrary.org/obo/GAZ_00003142"
"242","US: Indiana","A midwestern state of the United States of America. Indiana is bounded on the north by Lake Michigan and the state of Michigan; on the east by Ohio; on the south by Kentucky, with which it shares the Ohio River as a border; and on the west by Illinois. Indiana is one of the Great Lakes states.","http://purl.obolibrary.org/obo/GAZ_00004439"
"243","US: Iowa","A state located in the Midwestern region of the United States of America. Iowa is bordered by the Mississippi River on the east; the Missouri River and the Big Sioux River on the west; the northern boundary is a line along 43 degrees, 30 minutes north latitude. The southern border is the Des Moines River and a line along approximately 40 degrees 35 minutes north.","http://purl.obolibrary.org/obo/GAZ_00004438"
"244","US: Kansas","A state in the central region of the United States of America. Kansas is bordered by Nebraska on the north; Missouri on the east; Oklahoma on the south; and Colorado on the west.","http://purl.obolibrary.org/obo/GAZ_00004435"
"245","US: Kentucky","A state located in the East Central United States of America. Kentucky borders on seven states, from both the Midwest and the Southeast. West Virginia lies to the east, Virginia to the southeast, Tennessee to the south, Missouri to the west, Illinois and Indiana to the northwest, and Ohio to the north and northeast.","http://purl.obolibrary.org/obo/GAZ_00004440"
"246","US: Louisiana","A state located in the southern region of the United States of America. Louisiana is bordered to the west by the State of Texas; to the north by Arkansas; to the east by the State of Mississippi; and to the south by the Gulf of Mexico.","http://purl.obolibrary.org/obo/GAZ_00004432"
"247","US: Maine","A state in the New England region of the northeastern United States of America, bordering the Atlantic Ocean to the southeast, New Hampshire to the southwest, the Canadian provinces of Quebec to the northwest and New Brunswick to the northeast.","http://purl.obolibrary.org/obo/GAZ_00002602"
"248","US: Maryland","A state located in the Mid Atlantic region of the United States, bordering Virginia, West Virginia and the District of Columbia to the south and west, Pennsylvania to the north, and Delaware to the east.","http://purl.obolibrary.org/obo/GAZ_00002519"
"249","US: Massachusetts","A state located in the New England region of the northeastern United States. It borders Rhode Island and Connecticut to the south, New York to the west, and Vermont and New Hampshire to the north. To the east, it borders the Atlantic Ocean.","http://purl.obolibrary.org/obo/GAZ_00002537"
"250","US: Michigan","A Midwestern state of the United States of America. Michigan consists of two peninsulas that lie between 82deg30minW to about 90deg30minW longitude, and are separated by the Straits of Mackinac. With the exception of two small areas that are drained by the Mississippi River by way of the Wisconsin River in the Upper Peninsula and by way of the Kankakee-Illinois River in the Lower Peninsula, Michigan is drained by the Great Lakes-Saint Lawrence watershed. The Great Lakes that border Michigan from east to west are Lake Erie, Lake Huron, Lake Michigan and Lake Superior. The state is bounded on the south by the states of Ohio and Indiana, sharing land and water boundaries with both.","http://purl.obolibrary.org/obo/GAZ_00003152"
"251","US: Minnesota","A state in the Midwestern region of the United States. The state shares a Lake Superior water border with Michigan and Wisconsin on the northeast; the remainder of the eastern border is with Wisconsin. Iowa is to the south, North Dakota and South Dakota to the west, and the Canadian provinces of Ontario and Manitoba to the north.","http://purl.obolibrary.org/obo/GAZ_00002539"
"252","US: Mississippi","A state located in the Deep South of the United States. Jackson is the state capital and largest city. Mississippi is bordered on the north by Tennessee, on the east by Alabama, on the south by Louisiana and a narrow coast on the Gulf of Mexico, and on the west, across the Mississippi River, by Louisiana and Arkansas.","http://purl.obolibrary.org/obo/GAZ_00004430"
"253","US: Missouri","A state in the Midwest region of the United States. Missouri is bounded on the north by Iowa; on the east, across the Mississippi River, by Illinois, Kentucky, and Tennessee; on the south by Arkansas; and on the west by Oklahoma, Kansas, and Nebraska (the last across the Missouri River).","http://purl.obolibrary.org/obo/GAZ_00004431"
"254","US: Montana","A state in the Western United States. To the north, Montana and Canada share a 877 km border. The state borders the Canadian provinces of British Columbia, Alberta, and Saskatchewan. To the east, the state borders North Dakota and South Dakota. To the south is Wyoming and to the west and southwest is Idaho.","http://purl.obolibrary.org/obo/GAZ_00002606"
"255","US: Nebraska","A state located on the Great Plains of the Midwestern United States and Western United States.","http://purl.obolibrary.org/obo/GAZ_00005070"
"256","US: Nevada","A state located in the western region of the United States of America. Nevada is almost entirely within the Basin and Range Province, and is broken up by many north-south mountain ranges. Most of these ranges have endorheic valleys between them, which belies the image portrayed by the term Great Basin. The southern third of the state, where the Las Vegas area is situated, is within the Mojave Desert.","http://purl.obolibrary.org/obo/GAZ_00004444"
"257","US: New Hampshire","A state in the New England region of the northeastern United States of America. It borders Massachusetts to the south, Vermont to the west, Maine to the east, and the Canadian province of Quebec to the north.","http://purl.obolibrary.org/obo/GAZ_00004428"
"258","US: New Jersey","A state in the Mid-Atlantic and Northeastern regions of the United States. It is bordered on the north by New York, on the east by the Atlantic Ocean, on the southwest by Delaware, and on the west by Pennsylvania. New Jersey lies within the sprawling metropolitan areas of New York and Philadelphia.","http://purl.obolibrary.org/obo/GAZ_00002557"
"259","US: New Mexico","A state located in the southwestern region of the United States.","http://purl.obolibrary.org/obo/GAZ_00004427"
"260","US: New York","US: New York","http://purl.obolibrary.org/obo/GAZ_00002514"
"261","US: North Carolina","A state located on the Atlantic Seaboard in the southeastern United States. The state borders South Carolina and Georgia to the south, Tennessee to the west and Virginia to the north.","http://purl.obolibrary.org/obo/GAZ_00002520"
"262","US: North Dakota","A state located in the Midwestern and Western regions of the United States of America.","http://purl.obolibrary.org/obo/GAZ_00004442"
"263","US: Ohio","A Midwestern state of the United States. Ohio's southern border is defined by the Ohio River (with the border being at the 1793 low-water mark on the north side of the river), and much of the northern border is defined by Lake Erie. Ohio's neighbors are Pennsylvania to the east, Michigan to the northwest, Ontario Canada, to the north, Indiana to the west, Kentucky on the south, and West Virginia on the southeast.","http://purl.obolibrary.org/obo/GAZ_00004421"
"264","US: Oklahoma","A state located in the South Central region and Southern Region of the United States of America. It is bounded on the east by Arkansas and Missouri, on the north by Kansas, on the northwest by Colorado, on the far west by New Mexico, and on the south and near-west by Texas.","http://purl.obolibrary.org/obo/GAZ_00002546"
"265","US: Oregon","A state in the Pacific Northwest region of the United States. Oregon is located on the Pacific coast between Washington to the north, California to the south, Nevada on the southeast and Idaho to the east. The Columbia and Snake rivers delineate much of Oregon's northern and eastern boundaries respectively.","http://purl.obolibrary.org/obo/GAZ_00002515"
"266","US: Pennsylvania","A state located in the Northeastern and Middle Atlantic regions of the United States. The state borders Delaware and Maryland to the south, West Virginia to the southwest, Ohio to the west, New York and Canada to the north, and New Jersey to the east.","http://purl.obolibrary.org/obo/GAZ_00002542"
"267","US: Rhode Island","A state in the New England region of the United States. By land Rhode Island borders Connecticut to the west and Massachusetts to the north and east. Rhode Island also shares a water border with New York to the southwest.","http://purl.obolibrary.org/obo/GAZ_00002531"
"268","US: South Carolina","A state in the southern region (Deep South) of the United States. It borders Georgia to the south and North Carolina to the north.","http://purl.obolibrary.org/obo/GAZ_00002524"
"269","US: South Dakota","A state located in the Midwestern region of the United States of America.","http://purl.obolibrary.org/obo/GAZ_00004443"
